id,product_key,price,product_url,product_name,date,dealer_id
46,716499,219.00,https://akson.ru//p/_0_5_cooky_universal_prosept_298_05/,"Крем чистящий для кухни 0,5л Cooky Universal PROSEPT ледяная свежесть 298-05",2023-07-11,2
47,717424,190.00,https://akson.ru//p/_prosept_multipower_0_8_284_08/,Концентрат для мытья полов и стен Prosept Multipower Полевые цветы 0.8л 284-08,2023-07-11,2
48,382754,784.00,https://akson.ru//p/antiseptik_prosept_ultra_nevymyvaemyy_dlya_otvetstvennyh_konstruktsiy_konts_t_1_10_1l/,Пропитка-антисептик PROSEPT Ultra невымываемая для ответственных конструкций конц-т 1:10 1л,2023-07-11,2
49,697563,200.00,https://akson.ru//p/credstvo_dlya_uhoda_za_mebelyu_polirol_500ml_universal_polish_prosept_304_05/,Cредство для ухода за мебелью полироль 500мл Universal Polish PROSEPT 304-05,2023-07-11,2
50,716503,210.00,https://akson.ru//p/_0_75_bath_acryl_prosept_189_0/,"Средство для чистки акриловых поверхностей и душевых кабин 0,75л Bath Acryl PROSEPT концентрат 189-0",2023-07-11,2
51,651259,175.00,https://akson.ru//p/sprey_dlya_ochistki_kaminnykh_stekol_ot_sazhi_i_kopoti_prosept_universal_hard_0_5l_263_05/,"Спрей для очистки каминных стекол от сажи и копоти PROSEPT Universal Hard 0,5л 263-05",2023-07-11,2
52,856278,1059.00,https://akson.ru//p/maslo_dlya_zaschity_polkov_v_saunah_i_banyah_prosept_sauna_oil_gotovyy_sostav_1_0_l/,"Масло для защиты полков в саунах и банях PROSEPT SAUNA OIL, готовый  состав  /  1,0 л",2023-07-11,2
53,651261,360.00,https://akson.ru//p/krem_mylo_zhidkoe_prosept_diona_kontsentrat_bez_tsveta_bez_zapakha_s_perlamutrom_5l_145_5/,"Крем-мыло жидкое PROSEPT Diona концентрат без цвета, без запаха с перламутром 5л 145-5",2023-07-11,2
54,382755,3762.00,https://akson.ru//p/antiseptik_prosept_ultra_nevymyvaemyy_dlya_otvetstvennyh_konstruktsiy_konts_t_1_10_5l/,Пропитка-антисептик PROSEPT Ultra невымываемая для ответственных конструкций конц-т 1:10 5л,2023-07-11,2
55,728393,245.00,https://akson.ru//p/mylo-krem_jidkoe_5l_pet_diona_e_5l_pet_prosept_bez_aromat_139-55/,Мыло-крем жидкое 5л ПЭТ Diona E 5л ПЭТ PROSEPT без аромат. 139-5/5,2023-07-11,2
56,382753,683.00,https://akson.ru//p/antiseptik_prosept_universal_universalnyy_dlya_naruzhnyh_i_vnutrennih_rabot_konts_t_1_10_1l/,Пропитка-антисептик PROSEPT Universal универсальный для наружных и внутренних работ конц-т 1:10 1л,2023-07-11,2
57,697564,364.00,https://akson.ru//p/sredstvo_dlya_udaleniya_gipsovoy_pyli_kontsentrat_1l_duty_white_prosept_124_1/,Средство для удаления гипсовой пыли концентрат 1л Duty White PROSEPT 124-1,2023-07-11,2
58,651268,134.00,https://akson.ru//p/kontsentrat_dlya_mytya_polov_i_sten_prosept_multipower_posle_dozhdya_0_8l_283_08/,"Концентрат для мытья полов и стен PROSEPTMultipower ""После дождя"" 0,8 л. 283-08",2023-07-11,2
59,671831,315.00,https://akson.ru//p/sredstvo_zhidkoe_moyushchee_crystal_dlya_stirki_shersti_shelka_i_delikatnykh_tkaney_1l_289_1/,"Средство жидкое моющее Crystal для стирки шерсти, шелка и деликатных тканей 1л 289-1",2023-07-11,2
60,856938,3736.00,https://akson.ru//p/kraska_dlya_plit_osb_dlya_vnutrennih_i_naruzhnyh_rabot_super_elastic_14_kg/,Краска для плит OSB для внутренних и наружных работ Super Elastic / 14 кг,2023-07-11,2
61,671830,315.00,https://akson.ru//p/sredstvo_zhidkoe_moyushchee_crystal_dlya_stirki_chernykh_i_temnykh_tkaney_1l_287_1/,Средство жидкое моющее Crystal для стирки черных и темных тканей 1л 287-1,2023-07-11,2
62,856937,1963.00,https://akson.ru//p/kraska_dlya_plit_osb_dlya_vnutrennih_i_naruzhnyh_rabot_super_elastic_7_kg/,Краска для плит OSB для внутренних и наружных работ Super Elastic / 7 кг,2023-07-11,2
63,856407,4967.00,https://akson.ru//p/kraska_grunt_fasadnaya_dlya_plit_osb_proff_3_v_1_liquid_rubber_14_kg/,Краска-грунт фасадная для плит OSB Proff 3 в 1 Liquid Rubber / 14 кг,2023-07-11,2
64,200671203,1717.00,https://www.bafus.ru/200671203/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (2.7 л),2023-07-11,3
65,200692760,1717.00,https://www.bafus.ru/200692760/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (2.7 л),2023-07-11,3
66,200692763,1717.00,https://www.bafus.ru/200692763/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (2.7 л),2023-07-11,3
67,200692766,1717.00,https://www.bafus.ru/200692766/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (2.7 л),2023-07-11,3
68,200692770,1717.00,https://www.bafus.ru/200692770/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (2.7 л),2023-07-11,3
69,200692773,1717.00,https://www.bafus.ru/200692773/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (2.7 л),2023-07-11,3
70,200692779,1717.00,https://www.bafus.ru/200692779/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (2.7 л),2023-07-11,3
71,200692782,1717.00,https://www.bafus.ru/200692782/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (2.7 л),2023-07-11,3
72,100156076,5145.00,https://www.bafus.ru/100156076/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
73,200671204,5145.00,https://www.bafus.ru/200671204/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
74,200692759,5145.00,https://www.bafus.ru/200692759/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
75,200692762,5145.00,https://www.bafus.ru/200692762/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
76,200692765,5145.00,https://www.bafus.ru/200692765/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
77,200692771,5145.00,https://www.bafus.ru/200692771/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
78,200692774,5145.00,https://www.bafus.ru/200692774/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
79,200692777,5145.00,https://www.bafus.ru/200692777/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
80,200692780,5145.00,https://www.bafus.ru/200692780/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (9 л),2023-07-11,3
81,200671202,607.00,https://www.bafus.ru/200671202/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
82,200692761,607.00,https://www.bafus.ru/200692761/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
83,200692764,607.00,https://www.bafus.ru/200692764/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
84,200692767,607.00,https://www.bafus.ru/200692767/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
85,200692769,607.00,https://www.bafus.ru/200692769/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
86,200692772,607.00,https://www.bafus.ru/200692772/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
87,200692775,607.00,https://www.bafus.ru/200692775/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
88,200692778,607.00,https://www.bafus.ru/200692778/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
89,200692781,607.00,https://www.bafus.ru/200692781/,Просепт Bio Lasur антисептик лессирующий защитно-декоративный (900 мл),2023-07-11,3
90,200671274,312.00,https://www.bafus.ru/200671274/,Просепт Prof-DZ Кожный Антисептик дезинфицирующее средство (1 л),2023-07-11,3
91,200671275,74.00,https://www.bafus.ru/200671275/,Просепт Prof-DZ Кожный Антисептик дезинфицирующее средство (100 мл),2023-07-11,3
92,100156085,1510.00,https://www.bafus.ru/100156085/,Просепт Prof-DZ Кожный Антисептик дезинфицирующее средство (5 л),2023-07-11,3
93,200671276,58.00,https://www.bafus.ru/200671276/,Просепт Prof-DZ Кожный Антисептик дезинфицирующее средство (50 мл),2023-07-11,3
94,100121642,1510.00,https://www.bafus.ru/100121642/,Просепт Professional Prof-DZ универсальное средство с дезинфицирующим эффектом (5 л),2023-07-11,3
95,200543990,203.00,https://www.bafus.ru/200543990/,Просепт Professional Prof-DZ универсальное средство с дезинфицирующим эффектом (500 мл),2023-07-11,3
96,100121975,874.00,https://www.bafus.ru/100121975/,Просепт Professional UN-DZ универсальное средство с дезинфицирующим эффектом (5 л),2023-07-11,3
97,200544528,298.00,https://www.bafus.ru/200544528/,Просепт Professional UN-DZ универсальное средство с дезинфицирующим эффектом (500 мл),2023-07-11,3
759,1462352,189.00,,Средство для удаления жира и нагара Prosept Cooky Grill 500 мл,2023-07-11,7
98,100121664,347.00,https://www.bafus.ru/100121664/,Просепт Professional Universal DZ универсальный чистящий концентрат с антимикробным эффектом (1 л),2023-07-11,3
99,200544027,1388.00,https://www.bafus.ru/200544027/,Просепт Professional Universal DZ универсальный чистящий концентрат с антимикробным эффектом (5 л),2023-07-11,3
100,100121646,1319.00,https://www.bafus.ru/100121646/,Просепт Professional средство для рук гигиеническое с антибактериальным эффектом (5 л),2023-07-11,3
101,200544012,361.00,https://www.bafus.ru/200544012/,Просепт Professional средство для рук гигиеническое с антибактериальным эффектом (800 мл),2023-07-11,3
102,100070803,9466.00,https://www.bafus.ru/100070803/,Просепт герметик акриловый паропроницаемый (15 кг) белый,2023-07-11,3
103,200394764,9466.00,https://www.bafus.ru/200394764/,Просепт герметик акриловый паропроницаемый (15 кг) медовый,2023-07-11,3
104,200652975,9466.00,https://www.bafus.ru/200652975/,Просепт герметик акриловый паропроницаемый (15 кг) орех,2023-07-11,3
105,200394762,643.00,https://www.bafus.ru/200394762/,Просепт герметик акриловый паропроницаемый (600 г) медовый,2023-07-11,3
106,200652974,643.00,https://www.bafus.ru/200652974/,Просепт герметик акриловый паропроницаемый (600 г) орех,2023-07-11,3
107,200671293,328.00,https://www.bafus.ru/200671293/,Просепт Бетон-контакт грунт (1.3 кг),2023-07-11,3
108,200671291,2504.00,https://www.bafus.ru/200671291/,Просепт Бетон-контакт грунт (12 кг),2023-07-11,3
109,100156090,659.00,https://www.bafus.ru/100156090/,Просепт Бетон-контакт грунт (3 кг),2023-07-11,3
110,200671288,371.00,https://www.bafus.ru/200671288/,Просепт Акваизол грунт влагоизолирующий (1 л) голубоватый,2023-07-11,3
111,200692786,516.00,https://www.bafus.ru/200692786/,Просепт Акваизол грунт влагоизолирующий (1 л) розоватый,2023-07-11,3
112,100156089,910.00,https://www.bafus.ru/100156089/,Просепт Акваизол грунт влагоизолирующий (10 л) бесцветный,2023-07-11,3
113,200692785,342.00,https://www.bafus.ru/200692785/,Просепт Акваизол грунт влагоизолирующий (3 л) бесцветный,2023-07-11,3
114,200671287,1070.00,https://www.bafus.ru/200671287/,Просепт Акваизол грунт влагоизолирующий (3 л) голубоватый,2023-07-11,3
115,200692784,1484.00,https://www.bafus.ru/200692784/,Просепт Акваизол грунт влагоизолирующий (3 л) розоватый,2023-07-11,3
116,100156093,996.00,https://www.bafus.ru/100156093/,Просепт Укрепляющий грунт (10 л),2023-07-11,3
117,200671296,375.00,https://www.bafus.ru/200671296/,Просепт Укрепляющий грунт (3 л),2023-07-11,3
118,100156095,908.00,https://www.bafus.ru/100156095/,Просепт Универсальный грунт пропиточный (10 л),2023-07-11,3
119,200671298,328.00,https://www.bafus.ru/200671298/,Просепт Универсальный грунт пропиточный (3 л),2023-07-11,3
120,100156097,226.00,https://www.bafus.ru/100156097/,Просепт добавка против появления плесени (250 мл),2023-07-11,3
121,100167146,648.00,https://www.bafus.ru/100167146/,Просепт Super Rubber краска резиновая (1 кг) белая,2023-07-11,3
122,200712409,648.00,https://www.bafus.ru/200712409/,Просепт Super Rubber краска резиновая (1 кг) зеленый мох,2023-07-11,3
123,200712416,648.00,https://www.bafus.ru/200712416/,Просепт Super Rubber краска резиновая (1 кг) коричневая,2023-07-11,3
124,200712414,648.00,https://www.bafus.ru/200712414/,Просепт Super Rubber краска резиновая (1 кг) серая,2023-07-11,3
125,200712405,648.00,https://www.bafus.ru/200712405/,Просепт Super Rubber краска резиновая (1 кг) черная,2023-07-11,3
126,200712403,6711.00,https://www.bafus.ru/200712403/,Просепт Super Rubber краска резиновая (12 кг) белая,2023-07-11,3
127,200712410,6711.00,https://www.bafus.ru/200712410/,Просепт Super Rubber краска резиновая (12 кг) зеленый мох,2023-07-11,3
128,200712417,6711.00,https://www.bafus.ru/200712417/,Просепт Super Rubber краска резиновая (12 кг) коричневая,2023-07-11,3
129,200712413,6711.00,https://www.bafus.ru/200712413/,Просепт Super Rubber краска резиновая (12 кг) серая,2023-07-11,3
130,200712406,6711.00,https://www.bafus.ru/200712406/,Просепт Super Rubber краска резиновая (12 кг) черная,2023-07-11,3
131,200712404,1768.00,https://www.bafus.ru/200712404/,Просепт Super Rubber краска резиновая (3 кг) белая,2023-07-11,3
132,200712411,1768.00,https://www.bafus.ru/200712411/,Просепт Super Rubber краска резиновая (3 кг) зеленый мох,2023-07-11,3
133,200712418,1768.00,https://www.bafus.ru/200712418/,Просепт Super Rubber краска резиновая (3 кг) коричневая,2023-07-11,3
134,200712412,1768.00,https://www.bafus.ru/200712412/,Просепт Super Rubber краска резиновая (3 кг) серая,2023-07-11,3
135,200712407,1768.00,https://www.bafus.ru/200712407/,Просепт Super Rubber краска резиновая (3 кг) черная,2023-07-11,3
136,200671315,1086.00,https://www.bafus.ru/200671315/,Просепт Интерьерный лак универсальный (2 л),2023-07-11,3
137,100156101,550.00,https://www.bafus.ru/100156101/,Просепт Интерьерный лак универсальный (900 мл),2023-07-11,3
138,100156104,812.00,https://www.bafus.ru/100156104/,Просепт Паркетный лак алкидно-уретановый для внутренних работ (900 мл) глянцевый,2023-07-11,3
176,200692727,880.00,https://www.bafus.ru/200692727/,Просепт Eco 50 отбеливатель для древесины (5 л) желтоватый,2023-07-11,3
139,200692789,797.00,https://www.bafus.ru/200692789/,Просепт Паркетный лак алкидно-уретановый для внутренних работ (900 мл) полуматовый,2023-07-11,3
140,200671317,1411.00,https://www.bafus.ru/200671317/,Просепт Эффект Мокрого Камня лак акриловый для камня (2 л),2023-07-11,3
141,100156102,683.00,https://www.bafus.ru/100156102/,Просепт Эффект Мокрого Камня лак акриловый для камня (900 мл),2023-07-11,3
142,100156105,884.00,https://www.bafus.ru/100156105/,Просепт Яхтный лак алкидно-уретановый высокопрочный (900 мл) глянцевый,2023-07-11,3
143,200692788,901.00,https://www.bafus.ru/200692788/,Просепт Яхтный лак алкидно-уретановый высокопрочный (900 мл) полуматовый,2023-07-11,3
144,200671304,1018.00,https://www.bafus.ru/200671304/,Просепт для Бани и Сауны лак акриловый термостойкий (2 л) полуматовый,2023-07-11,3
145,100156098,513.00,https://www.bafus.ru/100156098/,Просепт для Бани и Сауны лак акриловый термостойкий (900 мл) полуматовый,2023-07-11,3
146,100156059,1067.00,https://www.bafus.ru/100156059/,Просепт Professional Diona An Foam мыло жидкое с антибактериальным компонентом для диспенсеров (5 л),2023-07-11,3
147,200653012,907.00,https://www.bafus.ru/200653012/,Просепт Professional Diona Antibac мыло жидкое с антибактериальным компонентом (5 л ПЭТ),2023-07-11,3
148,200688509,1131.00,https://www.bafus.ru/200688509/,Просепт Professional Diona Antibac мыло жидкое с антибактериальным компонентом (5 л канистра),2023-07-11,3
149,100150622,242.00,https://www.bafus.ru/100150622/,Просепт Professional Diona Antibac мыло жидкое с антибактериальным компонентом (500 мл),2023-07-11,3
150,100156057,384.00,https://www.bafus.ru/100156057/,Просепт Professional Diona Apple E гель-мыло жидкое эконом-класса (5 л),2023-07-11,3
151,100156058,479.00,https://www.bafus.ru/100156058/,Просепт Professional Diona Apple крем-мыло жидкое с перламутром (5 л),2023-07-11,3
152,100156060,384.00,https://www.bafus.ru/100156060/,Просепт Professional Diona Citrus E гель-мыло жидкое эконом-класса (5 л),2023-07-11,3
153,100156061,479.00,https://www.bafus.ru/100156061/,Просепт Professional Diona Citrus крем-мыло жидкое с перламутром (5 л),2023-07-11,3
154,200671177,384.00,https://www.bafus.ru/200671177/,Просепт Professional Diona E гель-мыло жидкое эконом-класса (5 л ПЭТ),2023-07-11,3
155,100156064,494.00,https://www.bafus.ru/100156064/,Просепт Professional Diona E гель-мыло жидкое эконом-класса (5 л канистра),2023-07-11,3
156,100156065,848.00,https://www.bafus.ru/100156065/,Просепт Professional Diona Flower мыло пенное жидкое для дозаторов (5 л),2023-07-11,3
157,200671181,575.00,https://www.bafus.ru/200671181/,Просепт Professional Diona крем-мыло жидкое с перламутром (5 л канистра),2023-07-11,3
158,100156069,274.00,https://www.bafus.ru/100156069/,Просепт Flox Романтичный Прованс нейтрализатор неприятных запахов (400 мл),2023-07-11,3
159,100150896,274.00,https://www.bafus.ru/100150896/,Просепт Flox Солнечная Тоскана нейтрализатор неприятных запахов (400 мл),2023-07-11,3
160,100156070,274.00,https://www.bafus.ru/100156070/,Просепт Flox Чарующий Стамбул нейтрализатор неприятных запахов (400 мл),2023-07-11,3
161,200544147,1327.00,https://www.bafus.ru/200544147/,Просепт Professional Flox Prof нейтрализатор неприятных запахов (5 л),2023-07-11,3
162,100121736,295.00,https://www.bafus.ru/100121736/,Просепт Professional Flox Prof нейтрализатор неприятных запахов (500 мл),2023-07-11,3
163,100121737,1327.00,https://www.bafus.ru/100121737/,Просепт Professional Flox Sea I нейтрализатор запаха с ароматом морского бриза (5 л),2023-07-11,3
164,200375950,523.00,https://www.bafus.ru/200375950/,Просепт 50 отбеливатель для древесины (1 л) желтоватый,2023-07-11,3
165,100067707,3105.00,https://www.bafus.ru/100067707/,Просепт 50 отбеливатель для древесины (10 л) желтоватый,2023-07-11,3
